user_id,cluster_id,segment,treatment,cluster_treated_share,pre_period_msi,post_period_msi
409,10,power,1,0.325,12.52,19.6
410,10,dormant,1,0.325,4.35,1.72
411,10,casual,0,0.325,3.0,6.29
412,10,casual,1,0.325,7.0,8.0
413,10,casual,0,0.325,1.9,4.46
414,10,casual,0,0.325,0.7,0.0
415,10,casual,1,0.325,9.3,9.03
416,10,dormant,1,0.325,0.0,1.35
417,10,casual,1,0.325,6.17,6.75
418,10,casual,1,0.325,5.03,8.66
419,10,power,0,0.325,12.5,13.21
420,10,dormant,0,0.325,3.08,3.28
421,10,casual,0,0.325,3.27,2.7
422,10,casual,0,0.325,9.03,7.66
423,10,casual,0,0.325,6.35,6.17
424,10,casual,0,0.325,6.56,9.54
425,10,casual,0,0.325,8.93,9.51
426,10,casual,1,0.325,8.04,8.04
427,10,dormant,1,0.325,0.43,0.82
428,10,casual,0,0.325,5.78,7.01
429,10,casual,1,0.325,0.2,0.43
430,10,casual,0,0.325,8.42,7.8
431,10,casual,0,0.325,7.84,9.07
432,10,dormant,0,0.325,2.2,3.03
433,10,dormant,1,0.325,0.53,0.0
434,10,casual,0,0.325,4.13,6.64
435,10,dormant,0,0.325,2.68,2.55
436,10,dormant,0,0.325,0.0,0.58
437,10,casual,0,0.325,9.76,9.57
438,10,dormant,0,0.325,3.01,0.0
439,10,power,0,0.325,13.77,13.75
440,11,casual,1,0.6,5.36,5.58
441,11,casual,1,0.6,1.57,5.48
442,11,dormant,1,0.6,4.63,1.62
443,11,casual,0,0.6,4.21,4.25
444,11,power,0,0.6,8.92,7.12
445,11,dormant,1,0.6,1.95,0.0
446,11,casual,1,0.6,4.88,8.36
447,11,power,0,0.6,16.29,16.56
448,11,dormant,0,0.6,0.0,0.0
449,11,dormant,1,0.6,2.66,0.47
450,11,casual,1,0.6,5.02,6.81
451,11,dormant,1,0.6,3.21,3.75
452,11,dormant,0,0.6,3.27,4.03
453,11,casual,0,0.6,6.29,4.93
454,11,dormant,1,0.6,3.56,0.0
455,11,dormant,1,0.6,2.12,0.35
456,11,casual,0,0.6,4.9,7.35
457,11,dormant,1,0.6,1.12,2.08
458,11,dormant,1,0.6,0.05,3.87
459,11,dormant,0,0.6,0.0,0.0
460,11,dormant,0,0.6,0.73,1.13
461,11,power,1,0.6,12.49,19.67
462,11,dormant,1,0.6,3.87,1.26
463,11,power,0,0.6,9.68,13.34
464,11,casual,1,0.6,7.71,8.2
465,11,power,0,0.6,12.77,15.78
466,11,casual,1,0.6,2.25,1.62
467,11,casual,0,0.6,5.1,7.11
468,11,casual,1,0.6,3.65,5.6
469,11,casual,1,0.6,1.86,4.23
470,11,casual,1,0.6,2.84,8.09
471,11,casual,0,0.6,9.72,5.83
472,11,dormant,1,0.6,1.46,0.0
473,11,power,0,0.6,19.83,20.52
474,11,casual,1,0.6,6.7,10.47
475,11,casual,0,0.6,4.2,1.75
476,11,power,0,0.6,7.44,8.37
477,11,power,1,0.6,15.84,16.05
478,11,dormant,1,0.6,0.0,0.0
479,11,dormant,1,0.6,0.5,0.0
480,12,power,1,0.575,13.33,16.12
481,12,casual,0,0.575,7.3,5.41
482,12,power,0,0.575,11.11,11.75
483,12,dormant,1,0.575,1.79,1.63
484,12,casual,1,0.575,4.29,8.39
485,12,casual,1,0.575,6.51,8.75
486,12,dormant,0,0.575,0.95,0.0
487,12,power,1,0.575,12.3,15.18
488,12,casual,0,0.575,8.42,10.92
489,12,power,1,0.575,22.53,21.55
490,12,power,1,0.575,11.87,15.99
491,12,power,1,0.575,9.65,12.04
492,12,dormant,0,0.575,2.35,0.07
493,12,casual,0,0.575,4.18,5.08
494,12,casual,1,0.575,8.18,10.92
495,12,dormant,1,0.575,2.87,0.75
496,12,casual,1,0.575,6.51,7.34
497,12,casual,0,0.575,10.16,8.51
498,12,power,1,0.575,9.23,11.16
499,12,casual,0,0.575,5.72,7.36
500,12,dormant,1,0.575,4.72,2.5
501,12,dormant,1,0.575,1.97,0.44
502,12,power,0,0.575,14.97,15.63
503,12,casual,1,0.575,2.25,7.24
504,12,casual,0,0.575,5.77,9.56
505,12,power,0,0.575,18.23,16.3
506,12,casual,1,0.575,6.21,4.88
507,12,casual,1,0.575,3.0,0.8
508,12,dormant,1,0.575,0.37,3.66
509,12,power,0,0.575,20.54,20.42
510,12,casual,0,0.575,4.51,5.29
511,12,casual,0,0.575,2.43,4.43
512,12,dormant,1,0.575,2.2,3.06
513,12,casual,1,0.575,4.14,3.37
514,12,casual,0,0.575,2.55,2.38
515,12,dormant,0,0.575,2.24,0.0
516,12,dormant,1,0.575,2.3,0.0
517,12,dormant,1,0.575,0.33,0.0
518,12,casual,0,0.575,5.36,5.7
519,12,casual,1,0.575,2.72,3.44
520,13,dormant,0,0.425,2.49,4.23
521,13,casual,1,0.425,3.05,4.97
522,13,casual,1,0.425,0.4,1.51
523,13,power,0,0.425,17.52,15.04
524,13,casual,0,0.425,1.5,2.14
525,13,casual,1,0.425,9.2,7.79
526,13,casual,1,0.425,10.02,10.86
527,13,casual,0,0.425,3.43,4.83
528,13,casual,1,0.425,8.07,10.94
529,13,power,0,0.425,8.97,7.87
530,13,casual,0,0.425,4.97,6.55
531,13,casual,1,0.425,1.6,0.94
532,13,dormant,1,0.425,3.73,0.0
533,13,casual,0,0.425,1.68,1.78
534,13,dormant,0,0.425,0.24,1.14
535,13,power,0,0.425,13.39,14.31
536,13,dormant,1,0.425,0.0,0.78
537,13,casual,0,0.425,7.89,6.79
538,13,power,0,0.425,10.87,12.22
539,13,dormant,1,0.425,1.68,1.35
540,13,casual,1,0.425,4.98,3.47
541,13,dormant,0,0.425,3.28,2.9
542,13,power,0,0.425,12.55,15.62
543,13,power,1,0.425,14.78,18.44
544,13,casual,0,0.425,5.02,4.7
545,13,dormant,0,0.425,0.0,2.88
546,13,power,1,0.425,19.14,22.98
547,13,dormant,0,0.425,0.0,0.3
548,13,casual,0,0.425,7.65,8.57
549,13,casual,1,0.425,2.81,3.76
550,13,casual,0,0.425,2.14,3.45
551,13,casual,0,0.425,5.53,4.29
552,13,dormant,1,0.425,2.09,6.17
553,13,power,1,0.425,19.21,25.74
554,13,casual,0,0.425,5.04,3.45
555,13,dormant,0,0.425,5.36,1.02
556,13,casual,0,0.425,4.96,6.73
557,13,casual,1,0.425,8.15,9.09
558,13,power,1,0.425,12.25,15.65
559,13,dormant,0,0.425,4.72,0.27
560,14,power,0,0.425,13.65,16.48
561,14,power,0,0.425,10.94,9.92
562,14,casual,0,0.425,10.11,8.48
563,14,dormant,1,0.425,1.66,2.96
564,14,dormant,0,0.425,0.29,1.65
565,14,dormant,1,0.425,1.96,0.13
566,14,casual,0,0.425,7.59,6.32
567,14,casual,1,0.425,0.1,0.87
568,14,casual,0,0.425,6.55,7.62
569,14,dormant,0,0.425,0.0,0.0
570,14,casual,0,0.425,6.77,8.06
571,14,casual,1,0.425,2.86,6.37
572,14,dormant,0,0.425,0.54,0.73
573,14,casual,1,0.425,4.12,1.6
574,14,casual,0,0.425,7.94,4.42
575,14,dormant,0,0.425,1.8,5.61
576,14,casual,1,0.425,4.13,6.9
577,14,casual,0,0.425,7.09,6.23
578,14,power,0,0.425,12.55,13.08
579,14,dormant,0,0.425,2.02,1.93
580,14,power,1,0.425,20.47,19.69
581,14,casual,1,0.425,0.0,7.56
582,14,power,1,0.425,10.32,13.13
583,14,casual,0,0.425,5.98,10.13
584,14,casual,1,0.425,7.99,8.76
585,14,casual,0,0.425,8.48,6.42
586,14,dormant,1,0.425,0.0,0.0
587,14,power,0,0.425,11.31,12.44
588,14,casual,1,0.425,5.79,8.94
589,14,power,1,0.425,16.45,16.56
590,14,power,0,0.425,0.0,2.96
591,14,power,0,0.425,11.57,14.73
592,14,dormant,0,0.425,2.66,1.65
593,14,casual,1,0.425,3.65,6.75
594,14,casual,0,0.425,0.94,3.03
595,14,dormant,1,0.425,0.93,0.1
596,14,casual,0,0.425,5.77,1.35
597,14,power,1,0.425,15.21,20.14
598,14,casual,1,0.425,5.12,6.58
599,14,casual,0,0.425,1.56,3.56
600,15,casual,1,0.425,5.88,4.62
601,15,casual,0,0.425,3.26,4.79
602,15,casual,1,0.425,7.62,7.55
603,15,dormant,0,0.425,3.51,1.5
604,15,casual,1,0.425,2.11,6.31
605,15,casual,0,0.425,11.6,8.07
606,15,casual,0,0.425,4.93,5.69
607,15,casual,1,0.425,5.2,4.63
608,15,casual,0,0.425,10.79,7.9
609,15,dormant,1,0.425,0.0,1.21
610,15,power,1,0.425,12.43,15.88
611,15,casual,0,0.425,7.32,8.33
612,15,casual,1,0.425,5.58,10.62
613,15,casual,1,0.425,7.94,7.52
614,15,casual,0,0.425,8.05,8.55
615,15,casual,1,0.425,7.11,11.48
616,15,casual,0,0.425,8.2,4.93
617,15,dormant,0,0.425,3.37,4.49
618,15,dormant,1,0.425,1.03,0.0
619,15,dormant,0,0.425,1.17,0.0
620,15,dormant,0,0.425,1.51,0.0
621,15,casual,0,0.425,3.62,4.06
622,15,casual,0,0.425,6.06,3.61
623,15,casual,0,0.425,5.29,9.69
624,15,dormant,0,0.425,3.57,2.07
625,15,dormant,0,0.425,1.62,0.53
626,15,casual,1,0.425,4.81,5.16
627,15,casual,0,0.425,6.89,9.16
628,15,power,1,0.425,18.98,20.75
629,15,casual,1,0.425,7.82,8.57
630,15,power,0,0.425,12.81,13.82
631,15,power,0,0.425,7.36,9.53
632,15,casual,0,0.425,3.56,0.22
633,15,power,0,0.425,3.3,6.2
634,15,power,0,0.425,10.77,8.52
635,15,casual,1,0.425,2.96,4.5
636,15,casual,1,0.425,4.33,4.04
637,15,dormant,0,0.425,0.11,0.75
638,15,power,1,0.425,19.28,21.84
639,15,casual,1,0.425,7.13,10.44
640,16,dormant,0,0.45,0.0,2.41
641,16,power,1,0.45,14.49,19.7
642,16,casual,1,0.45,5.1,6.57
643,16,casual,1,0.45,1.88,3.03
644,16,casual,0,0.45,3.94,3.78
645,16,dormant,1,0.45,2.56,1.73
646,16,casual,1,0.45,5.7,6.98
647,16,dormant,1,0.45,0.0,0.68
648,16,casual,0,0.45,5.83,5.84
649,16,power,0,0.45,16.18,16.71
650,16,casual,1,0.45,7.37,11.81
651,16,power,1,0.45,11.29,19.75
652,16,casual,0,0.45,7.61,5.02
653,16,dormant,0,0.45,6.48,1.3
654,16,casual,1,0.45,3.04,6.98
655,16,dormant,0,0.45,0.69,0.33
656,16,dormant,0,0.45,0.1,2.17
657,16,casual,1,0.45,2.91,4.08
